,number,value,datetime_start,datetime_complete,duration,params_voltage,params_width,params_x,params_y,params_z,state
3572,3572,0.6875,2026-04-05 13:04:20.185704,2026-04-05 13:04:27.085515,0 days 00:00:06.899811,442,1,115.6,155.2,0.58,COMPLETE
3573,3573,0.825,2026-04-05 13:04:27.099788,2026-04-05 13:05:01.414952,0 days 00:00:34.315164,441,1,120.1,156.7,0.0,COMPLETE
3574,3574,0.6875,2026-04-05 13:05:01.429715,2026-04-05 13:05:08.682736,0 days 00:00:07.253021,416,3,123.5,152.4,0.42,COMPLETE
3575,3575,0.6875,2026-04-05 13:05:08.697075,2026-04-05 13:05:16.011563,0 days 00:00:07.314488,343,2,126.9,156.9,1.83,COMPLETE
3576,3576,0.6875,2026-04-05 13:05:16.057608,2026-04-05 13:05:23.455567,0 days 00:00:07.397959,445,1,117.1,156.4,0.32,COMPLETE
3577,3577,0.6875,2026-04-05 13:05:23.469557,2026-04-05 13:05:31.055078,0 days 00:00:07.585521,190,1,124.3,155.6,0.37,COMPLETE
3578,3578,0.6875,2026-04-05 13:05:31.070140,2026-04-05 13:05:38.200164,0 days 00:00:07.130024,366,1,116.9,154.3,0.2,COMPLETE
3579,3579,0.6875,2026-04-05 13:05:38.211036,2026-04-05 13:05:45.851723,0 days 00:00:07.640687,165,2,124.7,154.7,0.5,COMPLETE
3580,3580,0.825,2026-04-05 13:05:45.900026,2026-04-05 13:05:53.548048,0 days 00:00:07.648022,408,1,117.3,154.5,0.03,COMPLETE
3581,3581,0.0,2026-04-05 13:05:53.562201,2026-04-05 13:06:00.645200,0 days 00:00:07.082999,452,2,123.6,154.9,0.42,COMPLETE
3582,3582,0.6875,2026-04-05 13:06:00.659338,2026-04-05 13:06:07.656172,0 days 00:00:06.996834,498,1,117.0,154.5,0.4,COMPLETE
3583,3583,0.671875,2026-04-05 13:06:07.670150,2026-04-05 13:06:15.083376,0 days 00:00:07.413226,412,2,124.9,156.2,0.4,COMPLETE
3584,3584,0.6875,2026-04-05 13:06:15.133035,2026-04-05 13:06:22.508865,0 days 00:00:07.375830,419,1,115.8,153.4,0.02,COMPLETE
3585,3585,0.6875,2026-04-05 13:06:22.523890,2026-04-05 13:06:28.960952,0 days 00:00:06.437062,409,1,116.5,152.9,0.68,COMPLETE
3586,3586,0.6875,2026-04-05 13:06:28.974801,2026-04-05 13:06:35.591042,0 days 00:00:06.616241,390,1,114.9,154.7,0.01,COMPLETE
3587,3587,0.6875,2026-04-05 13:06:35.601269,2026-04-05 13:06:43.115149,0 days 00:00:07.513880,468,2,125.3,156.6,0.28,COMPLETE
3588,3588,0.6875,2026-04-05 13:06:43.129684,2026-04-05 13:06:50.573343,0 days 00:00:07.443659,446,1,115.1,156.0,0.27,COMPLETE
3589,3589,0.825,2026-04-05 13:06:50.587834,2026-04-05 13:07:25.531476,0 days 00:00:34.943642,495,1,124.3,156.1,0.06,COMPLETE
3590,3590,0.825,2026-04-05 13:07:25.545619,2026-04-05 13:07:59.589402,0 days 00:00:34.043783,467,2,122.7,155.3,0.4,COMPLETE
3591,3591,0.671875,2026-04-05 13:07:59.604251,2026-04-05 13:08:07.098378,0 days 00:00:07.494127,378,1,117.3,152.6,0.01,COMPLETE
3592,3592,0.825,2026-04-05 13:08:07.112880,2026-04-05 13:08:41.869195,0 days 00:00:34.756315,441,2,125.4,153.0,0.64,COMPLETE
3593,3593,0.825,2026-04-05 13:08:41.883167,2026-04-05 13:09:16.631282,0 days 00:00:34.748115,426,1,117.2,156.9,0.1,COMPLETE
3594,3594,0.0,2026-04-05 13:09:16.646206,2026-04-05 13:09:23.715718,0 days 00:00:07.069512,351,1,116.6,154.8,0.0,COMPLETE
3595,3595,0.6875,2026-04-05 13:09:23.730197,2026-04-05 13:09:30.463222,0 days 00:00:06.733025,350,1,117.1,152.5,0.28,COMPLETE
3596,3596,0.6875,2026-04-05 13:09:30.477240,2026-04-05 13:09:37.212171,0 days 00:00:06.734931,338,2,117.2,155.0,0.21,COMPLETE
3597,3597,0.6875,2026-04-05 13:09:37.226780,2026-04-05 13:09:44.162473,0 days 00:00:06.935693,341,1,114.1,151.8,0.3,COMPLETE
3598,3598,0.6875,2026-04-05 13:09:44.177094,2026-04-05 13:09:51.092416,0 days 00:00:06.915322,305,1,117.6,154.1,0.3,COMPLETE
3599,3599,0.6875,2026-04-05 13:09:51.103386,2026-04-05 13:09:57.661514,0 days 00:00:06.558128,316,1,116.3,154.2,0.15,COMPLETE
3600,3600,0.6875,2026-04-05 13:09:57.672451,2026-04-05 13:10:04.137208,0 days 00:00:06.464757,380,1,115.8,154.0,0.5,COMPLETE
3601,3601,0.825,2026-04-05 13:10:04.148974,2026-04-05 13:10:38.038880,0 days 00:00:33.889906,354,1,117.0,154.0,0.01,COMPLETE
3602,3602,0.6875,2026-04-05 13:10:38.053712,2026-04-05 13:10:44.967967,0 days 00:00:06.914255,318,1,114.9,155.1,0.01,COMPLETE
3603,3603,0.825,2026-04-05 13:10:44.982403,2026-04-05 13:11:18.992720,0 days 00:00:34.010317,347,2,116.5,154.6,0.05,COMPLETE
3604,3604,0.6875,2026-04-05 13:11:19.007241,2026-04-05 13:11:25.784312,0 days 00:00:06.777071,375,1,115.1,154.1,0.22,COMPLETE
3605,3605,0.6875,2026-04-05 13:11:25.795440,2026-04-05 13:11:32.825239,0 days 00:00:07.029799,310,1,117.7,154.9,0.21,COMPLETE
3606,3606,0.6875,2026-04-05 13:11:32.840422,2026-04-05 13:11:39.630400,0 days 00:00:06.789978,310,1,115.5,153.1,0.01,COMPLETE
3607,3607,0.6875,2026-04-05 13:11:39.644843,2026-04-05 13:11:46.364843,0 days 00:00:06.720000,374,1,117.2,154.7,0.21,COMPLETE
3608,3608,0.6875,2026-04-05 13:11:46.380314,2026-04-05 13:11:53.083893,0 days 00:00:06.703579,334,1,116.8,156.9,0.58,COMPLETE
3609,3609,0.015625,2026-04-05 13:11:53.098729,2026-04-05 13:11:59.716453,0 days 00:00:06.617724,394,1,116.8,155.5,0.07,COMPLETE
3610,3610,0.6875,2026-04-05 13:11:59.730939,2026-04-05 13:12:06.611235,0 days 00:00:06.880296,313,1,115.3,154.6,0.2,COMPLETE
3611,3611,0.6875,2026-04-05 13:12:06.624908,2026-04-05 13:12:13.216172,0 days 00:00:06.591264,357,1,115.6,155.8,0.21,COMPLETE
3612,3612,0.6875,2026-04-05 13:12:13.227247,2026-04-05 13:12:20.000395,0 days 00:00:06.773148,420,2,116.1,159.3,0.07,COMPLETE
3613,3613,0.6875,2026-04-05 13:12:20.013769,2026-04-05 13:12:26.754158,0 days 00:00:06.740389,411,1,116.3,155.9,0.08,COMPLETE
3614,3614,0.6875,2026-04-05 13:12:26.764707,2026-04-05 13:12:33.458484,0 days 00:00:06.693777,399,1,114.7,156.9,0.25,COMPLETE
3615,3615,0.6875,2026-04-05 13:12:33.473241,2026-04-05 13:12:40.247876,0 days 00:00:06.774635,369,1,117.0,155.4,0.24,COMPLETE
3616,3616,0.6875,2026-04-05 13:12:40.262415,2026-04-05 13:12:47.092114,0 days 00:00:06.829699,363,1,114.7,157.3,0.26,COMPLETE
3617,3617,0.6875,2026-04-05 13:12:47.106318,2026-04-05 13:12:53.763894,0 days 00:00:06.657576,328,1,115.8,155.8,0.32,COMPLETE
3618,3618,0.825,2026-04-05 13:12:53.778283,2026-04-05 13:13:27.761195,0 days 00:00:33.982912,410,1,118.9,155.9,0.49,COMPLETE
3619,3619,0.6875,2026-04-05 13:13:27.775406,2026-04-05 13:13:34.560489,0 days 00:00:06.785083,378,1,117.4,156.9,0.42,COMPLETE
3620,3620,0.6875,2026-04-05 13:13:34.572932,2026-04-05 13:13:41.188581,0 days 00:00:06.615649,428,1,115.9,157.7,0.03,COMPLETE
3621,3621,0.6875,2026-04-05 13:13:41.202743,2026-04-05 13:13:48.191135,0 days 00:00:06.988392,275,1,113.1,155.6,0.27,COMPLETE
3622,3622,0.6875,2026-04-05 13:13:48.241650,2026-04-05 13:13:55.151810,0 days 00:00:06.910160,372,1,117.6,155.5,0.12,COMPLETE
3623,3623,0.6875,2026-04-05 13:13:55.165782,2026-04-05 13:14:02.223689,0 days 00:00:07.057907,172,1,117.6,156.4,0.37,COMPLETE
3624,3624,0.6875,2026-04-05 13:14:02.238110,2026-04-05 13:14:09.033607,0 days 00:00:06.795497,283,1,114.2,156.7,0.05,COMPLETE
3625,3625,0.6875,2026-04-05 13:14:09.045095,2026-04-05 13:14:15.812873,0 days 00:00:06.767778,384,1,116.5,158.1,0.01,COMPLETE
3626,3626,0.825,2026-04-05 13:14:15.827256,2026-04-05 13:14:49.941320,0 days 00:00:34.114064,426,1,118.5,156.0,0.24,COMPLETE
3627,3627,0.0,2026-04-05 13:14:49.955928,2026-04-05 13:14:56.701078,0 days 00:00:06.745150,395,1,116.5,156.5,0.0,COMPLETE
3628,3628,0.6875,2026-04-05 13:14:56.715406,2026-04-05 13:15:03.495494,0 days 00:00:06.780088,312,1,117.0,157.2,0.24,COMPLETE
3629,3629,0.6875,2026-04-05 13:15:03.509791,2026-04-05 13:15:10.196334,0 days 00:00:06.686543,426,1,115.0,156.4,0.28,COMPLETE
3630,3630,0.6875,2026-04-05 13:15:10.210774,2026-04-05 13:15:16.851056,0 days 00:00:06.640282,399,1,116.8,156.2,0.31,COMPLETE
3631,3631,0.825,2026-04-05 13:15:16.862284,2026-04-05 13:15:51.122876,0 days 00:00:34.260592,340,2,117.9,155.5,0.01,COMPLETE
3632,3632,0.6875,2026-04-05 13:15:51.133093,2026-04-05 13:15:58.120889,0 days 00:00:06.987796,401,1,116.8,158.1,0.41000000000000003,COMPLETE
3633,3633,0.6875,2026-04-05 13:15:58.135612,2026-04-05 13:16:04.694822,0 days 00:00:06.559210,417,1,117.4,159.0,0.1,COMPLETE
3634,3634,0.6875,2026-04-05 13:16:04.708534,2026-04-05 13:16:11.709414,0 days 00:00:07.000880,407,1,114.4,155.1,0.08,COMPLETE
3635,3635,0.6875,2026-04-05 13:16:11.724065,2026-04-05 13:16:18.459958,0 days 00:00:06.735893,358,1,116.4,156.0,0.01,COMPLETE
3636,3636,0.6875,2026-04-05 13:16:18.474210,2026-04-05 13:16:25.154880,0 days 00:00:06.680670,387,1,115.1,154.2,0.03,COMPLETE
3637,3637,0.6875,2026-04-05 13:16:25.165411,2026-04-05 13:16:32.155744,0 days 00:00:06.990333,320,1,115.9,157.4,0.12,COMPLETE
3638,3638,0.825,2026-04-05 13:16:32.167411,2026-04-05 13:17:06.392388,0 days 00:00:34.224977,379,1,118.1,154.6,0.1,COMPLETE
3639,3639,0.825,2026-04-05 13:17:06.407136,2026-04-05 13:17:40.432684,0 days 00:00:34.025548,401,2,118.9,157.0,0.33,COMPLETE
3640,3640,0.6875,2026-04-05 13:17:40.447044,2026-04-05 13:17:47.349682,0 days 00:00:06.902638,396,1,115.4,156.3,0.31,COMPLETE
3641,3641,0.6875,2026-04-05 13:17:47.363893,2026-04-05 13:17:54.074543,0 days 00:00:06.710650,358,1,117.5,155.3,0.14,COMPLETE
3642,3642,0.6875,2026-04-05 13:17:54.089056,2026-04-05 13:18:00.810709,0 days 00:00:06.721653,380,1,115.3,156.1,0.02,COMPLETE
3643,3643,0.6875,2026-04-05 13:18:00.824792,2026-04-05 13:18:07.619606,0 days 00:00:06.794814,385,1,115.6,158.8,0.07,COMPLETE
3644,3644,0.6875,2026-04-05 13:18:07.634349,2026-04-05 13:18:14.348595,0 days 00:00:06.714246,384,1,116.5,157.0,0.17,COMPLETE
3645,3645,0.6875,2026-04-05 13:18:14.363048,2026-04-05 13:18:20.910952,0 days 00:00:06.547904,390,2,115.7,156.7,0.77,COMPLETE
3646,3646,0.6875,2026-04-05 13:18:20.964923,2026-04-05 13:18:27.552129,0 days 00:00:06.587206,356,1,115.6,157.9,0.18,COMPLETE
3647,3647,0.825,2026-04-05 13:18:27.566098,2026-04-05 13:19:01.592390,0 days 00:00:34.026292,430,2,117.4,157.0,0.24,COMPLETE
3648,3648,0.825,2026-04-05 13:19:01.606289,2026-04-05 13:19:35.377259,0 days 00:00:33.770970,428,1,117.3,156.3,0.01,COMPLETE
3649,3649,0.825,2026-04-05 13:19:35.392174,2026-04-05 13:20:09.439082,0 days 00:00:34.046908,386,1,119.4,155.8,0.2,COMPLETE
3650,3650,0.825,2026-04-05 13:20:09.453100,2026-04-05 13:20:22.977314,0 days 00:00:13.524214,350,1,117.8,153.7,0.04,COMPLETE
3651,3651,0.6875,2026-04-05 13:20:22.992237,2026-04-05 13:20:29.964725,0 days 00:00:06.972488,397,1,116.4,157.4,0.25,COMPLETE
3652,3652,0.825,2026-04-05 13:20:29.978824,2026-04-05 13:21:03.967664,0 days 00:00:33.988840,392,1,118.2,156.4,0.19,COMPLETE
3653,3653,0.825,2026-04-05 13:21:03.981764,2026-04-05 13:21:37.986802,0 days 00:00:34.005038,451,1,118.0,154.6,0.01,COMPLETE
3654,3654,0.6875,2026-04-05 13:21:38.001051,2026-04-05 13:21:45.080022,0 days 00:00:07.078971,368,1,116.5,154.4,0.02,COMPLETE
3655,3655,0.6875,2026-04-05 13:21:45.094754,2026-04-05 13:21:51.808169,0 days 00:00:06.713415,402,1,115.8,157.7,0.0,COMPLETE
3656,3656,0.6875,2026-04-05 13:21:51.822103,2026-04-05 13:21:58.499915,0 days 00:00:06.677812,352,1,115.2,155.7,0.12,COMPLETE
3657,3657,0.6875,2026-04-05 13:21:58.509939,2026-04-05 13:22:05.111810,0 days 00:00:06.601871,355,1,113.6,155.8,0.02,COMPLETE
3658,3658,0.6875,2026-04-05 13:22:05.126623,2026-04-05 13:22:13.142982,0 days 00:00:08.016359,268,1,122.3,149.4,1.2,COMPLETE
3659,3659,0.825,2026-04-05 13:22:13.157553,2026-04-05 13:22:20.964984,0 days 00:00:07.807431,324,1,116.1,154.8,0.05,COMPLETE
3660,3660,0.6875,2026-04-05 13:22:20.978943,2026-04-05 13:22:27.674706,0 days 00:00:06.695763,373,1,116.8,157.4,0.03,COMPLETE
3661,3661,0.825,2026-04-05 13:22:27.689096,2026-04-05 13:23:01.708300,0 days 00:00:34.019204,384,1,116.4,154.5,0.04,COMPLETE
3662,3662,0.6875,2026-04-05 13:23:01.723148,2026-04-05 13:23:08.866523,0 days 00:00:07.143375,321,1,117.2,156.9,0.06,COMPLETE
3663,3663,0.6875,2026-04-05 13:23:08.880698,2026-04-05 13:23:15.395034,0 days 00:00:06.514336,412,1,116.8,156.4,0.24,COMPLETE
3664,3664,0.6875,2026-04-05 13:23:15.409643,2026-04-05 13:23:22.134299,0 days 00:00:06.724656,385,1,113.8,157.6,0.05,COMPLETE
3665,3665,0.6875,2026-04-05 13:23:22.146074,2026-04-05 13:23:28.873522,0 days 00:00:06.727448,392,2,115.5,155.5,0.24,COMPLETE
3666,3666,0.6875,2026-04-05 13:23:28.888405,2026-04-05 13:23:35.322803,0 days 00:00:06.434398,378,1,115.4,155.6,0.36,COMPLETE
3667,3667,0.825,2026-04-05 13:23:35.337268,2026-04-05 13:24:09.300610,0 days 00:00:33.963342,452,1,118.4,155.0,0.39,COMPLETE
3668,3668,0.6875,2026-04-05 13:24:09.414571,2026-04-05 13:24:16.286025,0 days 00:00:06.871454,425,1,115.6,156.2,0.03,COMPLETE
3669,3669,0.6875,2026-04-05 13:24:16.300517,2026-04-05 13:24:22.798588,0 days 00:00:06.498071,367,1,116.2,156.8,0.07,COMPLETE
3670,3670,0.6875,2026-04-05 13:24:22.813471,2026-04-05 13:24:29.528280,0 days 00:00:06.714809,433,1,114.3,157.0,0.0,COMPLETE
3671,3671,0.6875,2026-04-05 13:24:29.542856,2026-04-05 13:24:36.769393,0 days 00:00:07.226537,359,1,116.6,152.5,0.31,COMPLETE
3672,3672,0.6875,2026-04-05 13:24:36.784506,2026-04-05 13:24:43.995323,0 days 00:00:07.210817,457,2,118.4,159.0,0.07,COMPLETE
3673,3673,0.6875,2026-04-05 13:24:44.013780,2026-04-05 13:24:51.161800,0 days 00:00:07.148020,368,1,118.1,154.5,0.61,COMPLETE
3674,3674,0.6875,2026-04-05 13:24:51.175990,2026-04-05 13:24:57.980827,0 days 00:00:06.804837,330,2,115.2,155.0,0.06,COMPLETE
3675,3675,0.6875,2026-04-05 13:24:57.994785,2026-04-05 13:25:04.943874,0 days 00:00:06.949089,375,1,118.7,158.3,0.14,COMPLETE
3676,3676,0.6875,2026-04-05 13:25:04.958007,2026-04-05 13:25:11.736600,0 days 00:00:06.778593,334,1,117.1,156.3,0.29,COMPLETE
3677,3677,0.6875,2026-04-05 13:25:11.751212,2026-04-05 13:25:18.459723,0 days 00:00:06.708511,437,1,117.4,154.0,0.03,COMPLETE
3678,3678,0.825,2026-04-05 13:25:18.474272,2026-04-05 13:25:52.465222,0 days 00:00:33.990950,433,1,118.4,157.3,0.11,COMPLETE
3679,3679,0.6875,2026-04-05 13:25:52.479598,2026-04-05 13:26:00.031673,0 days 00:00:07.552075,361,3,118.6,151.2,1.81,COMPLETE
3680,3680,0.825,2026-04-05 13:26:00.049594,2026-04-05 13:26:34.199412,0 days 00:00:34.149818,358,1,118.5,154.2,0.03,COMPLETE
3681,3681,0.825,2026-04-05 13:26:34.213739,2026-04-05 13:26:39.351442,0 days 00:00:05.137703,339,1,116.3,155.0,0.06,COMPLETE
3682,3682,0.6875,2026-04-05 13:26:39.362172,2026-04-05 13:26:46.233073,0 days 00:00:06.870901,258,1,116.8,156.1,0.16,COMPLETE
3683,3683,0.6875,2026-04-05 13:26:46.248013,2026-04-05 13:26:52.720037,0 days 00:00:06.472024,342,1,117.2,156.5,0.19,COMPLETE
3684,3684,0.825,2026-04-05 13:26:52.733423,2026-04-05 13:27:26.711118,0 days 00:00:33.977695,395,1,119.1,155.9,0.03,COMPLETE
3685,3685,0.6875,2026-04-05 13:27:26.723113,2026-04-05 13:27:33.637283,0 days 00:00:06.914170,432,2,115.1,154.6,0.07,COMPLETE
3686,3686,0.825,2026-04-05 13:27:33.651350,2026-04-05 13:28:07.662597,0 days 00:00:34.011247,444,1,117.6,156.1,0.01,COMPLETE
3687,3687,0.6875,2026-04-05 13:28:07.677233,2026-04-05 13:28:14.492197,0 days 00:00:06.814964,385,1,115.9,155.6,0.45,COMPLETE
3688,3688,0.6875,2026-04-05 13:28:14.506830,2026-04-05 13:28:21.069760,0 days 00:00:06.562930,401,1,117.0,155.7,0.26,COMPLETE
3689,3689,0.825,2026-04-05 13:28:21.084297,2026-04-05 13:28:54.991123,0 days 00:00:33.906826,405,2,117.4,156.0,0.05,COMPLETE
3690,3690,0.6875,2026-04-05 13:28:55.008329,2026-04-05 13:29:01.846442,0 days 00:00:06.838113,396,1,115.5,156.0,0.04,COMPLETE
3691,3691,0.825,2026-04-05 13:29:01.860810,2026-04-05 13:29:36.219671,0 days 00:00:34.358861,324,1,117.6,156.4,0.04,COMPLETE
3692,3692,0.825,2026-04-05 13:29:36.233683,2026-04-05 13:30:10.244972,0 days 00:00:34.011289,334,1,117.1,154.4,0.04,COMPLETE
3693,3693,0.825,2026-04-05 13:30:10.259783,2026-04-05 13:30:44.040028,0 days 00:00:33.780245,382,1,118.4,154.2,0.03,COMPLETE
3694,3694,0.825,2026-04-05 13:30:44.054111,2026-04-05 13:31:01.597892,0 days 00:00:17.543781,466,2,126.1,155.2,0.48,COMPLETE
3695,3695,0.0,2026-04-05 13:31:01.612467,2026-04-05 13:31:09.309142,0 days 00:00:07.696675,408,1,115.5,153.7,0.01,COMPLETE
3696,3696,0.6875,2026-04-05 13:31:09.324511,2026-04-05 13:31:15.835784,0 days 00:00:06.511273,457,1,114.8,153.1,0.31,COMPLETE
3697,3697,0.6875,2026-04-05 13:31:15.850052,2026-04-05 13:31:22.309114,0 days 00:00:06.459062,410,1,115.0,152.8,0.19,COMPLETE
3698,3698,0.6875,2026-04-05 13:31:22.322884,2026-04-05 13:31:28.961847,0 days 00:00:06.638963,408,1,115.7,154.5,0.26,COMPLETE
3699,3699,0.6875,2026-04-05 13:31:28.975921,2026-04-05 13:31:35.760650,0 days 00:00:06.784729,380,1,113.9,152.3,0.27,COMPLETE
3700,3700,0.6875,2026-04-05 13:31:35.774896,2026-04-05 13:31:42.510038,0 days 00:00:06.735142,428,1,116.2,152.5,0.01,COMPLETE
3701,3701,0.6875,2026-04-05 13:31:42.524612,2026-04-05 13:31:49.700339,0 days 00:00:07.175727,363,1,116.5,157.3,0.0,COMPLETE
3702,3702,0.6875,2026-04-05 13:31:49.714918,2026-04-05 13:31:56.550688,0 days 00:00:06.835770,405,1,115.7,153.4,0.15,COMPLETE
3703,3703,0.6875,2026-04-05 13:31:56.565445,2026-04-05 13:32:03.315153,0 days 00:00:06.749708,406,1,113.6,154.8,0.22,COMPLETE
3704,3704,0.6875,2026-04-05 13:32:03.329585,2026-04-05 13:32:10.050287,0 days 00:00:06.720702,355,2,113.3,152.6,0.39,COMPLETE
3705,3705,0.6875,2026-04-05 13:32:10.064792,2026-04-05 13:32:16.968273,0 days 00:00:06.903481,389,1,117.1,155.2,0.05,COMPLETE
3706,3706,0.6875,2026-04-05 13:32:16.982200,2026-04-05 13:32:23.539321,0 days 00:00:06.557121,418,1,116.0,154.4,0.07,COMPLETE
3707,3707,0.6875,2026-04-05 13:32:23.553512,2026-04-05 13:32:30.017387,0 days 00:00:06.463875,374,1,115.9,154.8,0.35000000000000003,COMPLETE
3708,3708,0.825,2026-04-05 13:32:30.031695,2026-04-05 13:33:04.107126,0 days 00:00:34.075431,424,1,119.0,154.2,0.27,COMPLETE
3709,3709,0.6875,2026-04-05 13:33:04.122065,2026-04-05 13:33:11.093275,0 days 00:00:06.971210,406,1,114.5,153.2,0.0,COMPLETE
3710,3710,0.6875,2026-04-05 13:33:11.105503,2026-04-05 13:33:17.857608,0 days 00:00:06.752105,368,1,116.7,151.1,1.06,COMPLETE
3711,3711,0.6875,2026-04-05 13:33:17.872272,2026-04-05 13:33:24.666469,0 days 00:00:06.794197,421,2,114.2,153.8,0.24,COMPLETE
3712,3712,0.6875,2026-04-05 13:33:24.681422,2026-04-05 13:33:31.537829,0 days 00:00:06.856407,394,1,118.0,152.1,0.21,COMPLETE
3713,3713,0.6875,2026-04-05 13:33:31.552736,2026-04-05 13:33:38.518707,0 days 00:00:06.965971,347,1,113.5,154.5,0.31,COMPLETE
3714,3714,0.825,2026-04-05 13:33:38.532753,2026-04-05 13:34:12.433694,0 days 00:00:33.900941,409,1,115.5,154.3,0.03,COMPLETE
3715,3715,0.6875,2026-04-05 13:34:12.448683,2026-04-05 13:34:19.341776,0 days 00:00:06.893093,410,1,113.1,154.5,0.33,COMPLETE
3716,3716,0.671875,2026-04-05 13:34:19.352787,2026-04-05 13:34:26.398446,0 days 00:00:07.045659,335,1,117.0,155.4,0.0,COMPLETE
3717,3717,0.6875,2026-04-05 13:34:26.413073,2026-04-05 13:34:33.161369,0 days 00:00:06.748296,443,1,114.9,154.1,0.27,COMPLETE
3718,3718,0.6875,2026-04-05 13:34:33.175600,2026-04-05 13:34:39.900083,0 days 00:00:06.724483,380,2,116.0,157.4,0.36,COMPLETE
3719,3719,0.6875,2026-04-05 13:34:39.914906,2026-04-05 13:34:46.481987,0 days 00:00:06.567081,430,1,115.1,157.6,0.65,COMPLETE
3720,3720,0.825,2026-04-05 13:34:46.496080,2026-04-05 13:35:20.534148,0 days 00:00:34.038068,381,1,118.8,157.0,0.05,COMPLETE
3721,3721,0.0,2026-04-05 13:35:20.548245,2026-04-05 13:35:27.468533,0 days 00:00:06.920288,433,1,116.2,155.3,0.18,COMPLETE
3722,3722,0.6875,2026-04-05 13:35:27.481621,2026-04-05 13:35:34.480627,0 days 00:00:06.999006,298,2,116.8,157.8,0.14,COMPLETE
3723,3723,0.6875,2026-04-05 13:35:34.496107,2026-04-05 13:35:41.730983,0 days 00:00:07.234876,356,1,113.7,151.6,0.04,COMPLETE
3724,3724,0.6875,2026-04-05 13:35:41.744108,2026-04-05 13:35:49.929792,0 days 00:00:08.185684,150,1,122.2,150.0,0.28,COMPLETE
3725,3725,0.6875,2026-04-05 13:35:49.947689,2026-04-05 13:35:56.636817,0 days 00:00:06.689128,297,2,123.7,149.7,1.69,COMPLETE
3726,3726,0.6875,2026-04-05 13:35:56.651287,2026-04-05 13:36:03.602432,0 days 00:00:06.951145,464,3,118.8,149.8,1.9100000000000001,COMPLETE
3727,3727,0.825,2026-04-05 13:36:03.617365,2026-04-05 13:36:37.841509,0 days 00:00:34.224144,439,1,117.8,154.7,0.03,COMPLETE
3728,3728,0.6875,2026-04-05 13:36:37.856328,2026-04-05 13:36:45.287371,0 days 00:00:07.431043,257,2,113.5,151.3,1.94,COMPLETE
3729,3729,0.6875,2026-04-05 13:36:45.302052,2026-04-05 13:36:52.151384,0 days 00:00:06.849332,414,1,116.6,153.1,0.01,COMPLETE
3730,3730,0.6875,2026-04-05 13:36:52.166055,2026-04-05 13:36:58.973276,0 days 00:00:06.807221,457,1,114.1,155.9,0.29,COMPLETE
3731,3731,0.6875,2026-04-05 13:36:58.988571,2026-04-05 13:37:05.622208,0 days 00:00:06.633637,407,2,115.9,155.9,0.03,COMPLETE
3732,3732,0.6875,2026-04-05 13:37:05.636524,2026-04-05 13:37:12.125454,0 days 00:00:06.488930,443,1,115.3,155.8,0.01,COMPLETE
3733,3733,0.6875,2026-04-05 13:37:12.139986,2026-04-05 13:37:18.791214,0 days 00:00:06.651228,435,1,116.9,155.3,0.35000000000000003,COMPLETE
3734,3734,0.6875,2026-04-05 13:37:18.805733,2026-04-05 13:37:25.440617,0 days 00:00:06.634884,430,1,115.6,154.1,0.26,COMPLETE
3735,3735,0.6875,2026-04-05 13:37:25.454636,2026-04-05 13:37:32.148405,0 days 00:00:06.693769,353,1,115.5,154.3,0.35000000000000003,COMPLETE
3736,3736,0.825,2026-04-05 13:37:32.163066,2026-04-05 13:38:06.189240,0 days 00:00:34.026174,413,1,118.1,155.3,0.43,COMPLETE
3737,3737,0.6875,2026-04-05 13:38:06.203469,2026-04-05 13:38:13.065130,0 days 00:00:06.861661,407,1,116.0,154.8,0.03,COMPLETE
3738,3738,0.6875,2026-04-05 13:38:13.079784,2026-04-05 13:38:19.815698,0 days 00:00:06.735914,360,1,115.4,151.5,0.04,COMPLETE
3739,3739,0.6875,2026-04-05 13:38:19.826369,2026-04-05 13:38:27.186488,0 days 00:00:07.360119,385,2,113.6,159.1,0.63,COMPLETE
3740,3740,0.6875,2026-04-05 13:38:27.200928,2026-04-05 13:38:34.082376,0 days 00:00:06.881448,414,1,116.3,155.7,0.47000000000000003,COMPLETE
3741,3741,0.6875,2026-04-05 13:38:34.096407,2026-04-05 13:38:40.806673,0 days 00:00:06.710266,429,1,116.9,153.6,0.3,COMPLETE
3742,3742,0.6875,2026-04-05 13:38:40.820846,2026-04-05 13:38:47.574475,0 days 00:00:06.753629,432,1,116.0,156.1,0.22,COMPLETE
3743,3743,0.6875,2026-04-05 13:38:47.589310,2026-04-05 13:38:54.229310,0 days 00:00:06.640000,466,1,115.6,154.2,0.03,COMPLETE
3744,3744,0.6875,2026-04-05 13:38:54.239743,2026-04-05 13:39:00.651955,0 days 00:00:06.412212,444,1,115.7,154.1,0.0,COMPLETE
3745,3745,0.6875,2026-04-05 13:39:00.666982,2026-04-05 13:39:07.189409,0 days 00:00:06.522427,431,1,116.1,154.9,0.29,COMPLETE
3746,3746,0.6875,2026-04-05 13:39:07.203736,2026-04-05 13:39:13.864977,0 days 00:00:06.661241,434,1,116.6,156.7,0.02,COMPLETE
3747,3747,0.825,2026-04-05 13:39:13.879430,2026-04-05 13:39:47.787841,0 days 00:00:33.908411,380,1,118.2,155.7,0.3,COMPLETE
